5.0, 3, Prefontaine (1997)
5.0, 3, Star Kid (1997)
5.0, 2, "Saint of Fort Washington, The (1993)"
5.0, 2, Santa with Muscles (1996)
5.0, 1, "Great Day in Harlem, A (1994)"
5.0, 1, They Made Me a Criminal (1939)
5.0, 1, Marlene Dietrich: Shadow and Light (1996) 
5.0, 1, Aiqing wansui (1994)
5.0, 1, Someone Else's America (1995)
5.0, 1, Entertaining Angels: The Dorothy Day Story (1996)
4.625, 8, Pather Panchali (1955)
4.5, 4, Maya Lin: A Strong Clear Vision (1994)
4.5, 2, Anna (1996)
4.5, 2, Everest (1998)
4.5, 2, Some Mother's Son (1996)
4.491071428571429, 112, "Close Shave, A (1995)"
4.4655172413793105, 116, "Wrong Trousers, The (1993)"
4.462585034013605, 294, Schindler's List (1993)
4.454545454545454, 242, Casablanca (1942)
4.447761194029851, 67, Wallace & Gromit: The Best of Aardman Animation (1996)
4.445229681978798, 283, "Shawshank Redemption, The (1994)"
4.3936170212765955, 188, Rear Window (1954)
4.385767790262173, 267, "Usual Suspects, The (1995)"
4.3584905660377355, 583, Star Wars (1977)
4.346774193548387, 124, 12 Angry Men (1957)
4.338028169014085, 71, "Third Man, The (1949)"
4.333333333333333, 3, "Letter From Death Row, A (1998)"
4.333333333333333, 3, Bitter Sugar (Azucar Amargo) (1996)
4.292929292929293, 198, Citizen Kane (1941)
4.2926829268292686, 41, Some Folks Call It a Sling Blade (1993)
4.292237442922374, 219, To Kill a Mockingbird (1962)
4.2897727272727275, 176, North by Northwest (1959)
4.28974358974359, 390, "Silence of the Lambs, The (1991)"
4.289575289575289, 259, One Flew Over the Cuckoo's Nest (1975)
4.2895377128953776, 411, "Godfather, The (1972)"
4.262626262626263, 198, Good Will Hunting (1997)
4.2625, 160, Secrets & Lies (1996)
4.260869565217392, 46, Shall We Dance? (1996)
4.259541984732825, 131, "Manchurian Candidate, The (1962)"
4.252577319587629, 194, Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
4.2514450867052025, 346, Titanic (1997)
4.250596658711217, 419, Raiders of the Lost Ark (1981)
4.25, 8, Kaspar Hauser (1993)
4.25, 4, Crossfire (1947)
4.25, 4, "Innocents, The (1961)"
4.247191011235955, 178, Vertigo (1958)
4.232558139534884, 172, Lawrence of Arabia (1962)
4.231343283582089, 134, "Maltese Falcon, The (1941)"
4.228426395939087, 197, "Boot, Das (1981)"
4.212121212121212, 33, Paths of Glory (1957)
4.204359673024523, 367, "Empire Strikes Back, The (1980)"
4.2, 65, Sunset Blvd. (1950)
4.2, 5, Faust (1994)
4.2, 5, Stonewall (1995)
4.198529411764706, 136, Sling Blade (1996)
4.196428571428571, 112, As Good As It Gets (1997)
4.1923076923076925, 26, "Affair to Remember, An (1957)"
4.191666666666666, 120, Cinema Paradiso (1988)
4.186602870813397, 209, "Godfather: Part II, The (1974)"
4.184210526315789, 152, "African Queen, The (1951)"
4.175757575757576, 165, "Bridge on the River Kwai, The (1957)"
4.172839506172839, 324, "Princess Bride, The (1987)"
4.167272727272727, 275, Amadeus (1984)
4.15593220338983, 295, L.A. Confidential (1997)
4.155172413793103, 58, Raise the Red Lantern (1991)
4.153846153846154, 507, Fargo (1996)
4.151515151515151, 297, Braveheart (1995)
4.15, 60, "Thin Man, The (1934)"
4.138181818181818, 275, Blade Runner (1982)
4.136054421768708, 147, Chinatown (1974)
4.132231404958677, 121, "Killing Fields, The (1984)"
4.130081300813008, 123, Henry V (1989)
4.127659574468085, 47, Waiting for Guffman (1996)
4.125, 104, Mr. Smith Goes to Washington (1939)
4.125, 8, A Chef in Love (1996)
4.121212121212121, 231, It's a Wonderful Life (1946)
4.1208791208791204, 182, Taxi Driver (1976)
4.120689655172414, 116, Raging Bull (1980)
4.120689655172414, 58, Manon of the Spring (Manon des sources) (1986)
4.115384615384615, 52, Notorious (1946)
4.111111111111111, 9, "Horseman on the Roof, The (Hussard sur le toit, Le) (1995)"
4.11, 100, "Philadelphia Story, The (1940)"
4.109375, 64, Jean de Florette (1986)
4.106060606060606, 66, "Grand Day Out, A (1992)"
4.104838709677419, 124, "Great Escape, The (1963)"
4.103896103896104, 77, "Treasure of the Sierra Madre, The (1948)"
4.103448275862069, 87, High Noon (1952)
4.102941176470588, 68, Roman Holiday (1953)
4.100840336134453, 238, "Graduate, The (1967)"
4.100418410041841, 239, Psycho (1960)
4.1, 70, Ran (1985)
4.1, 40, Laura (1944)
4.1, 10, Fresh (1994)
4.094936708860759, 158, Apt Pupil (1998)
4.094017094017094, 117, Hoop Dreams (1994)
4.088235294117647, 238, "Wizard of Oz, The (1939)"
4.078260869565217, 115, Arsenic and Old Lace (1944)
4.073529411764706, 68, "Christmas Carol, A (1938)"
4.073170731707317, 82, Three Colors: Red (1994)
4.070588235294117, 170, Glory (1989)
4.066666666666666, 45, "Great Dictator, The (1940)"
4.0664556962025316, 316, Monty Python and the Holy Grail (1974)
4.064516129032258, 31, Once Were Warriors (1994)
4.063063063063063, 222, "Sting, The (1973)"
4.0625, 176, Much Ado About Nothing (1993)
4.061224489795919, 49, Wings of Desire (1987)
4.053475935828877, 187, Lone Star (1996)
4.052083333333333, 384, Pulp Fiction (1994)
4.0508474576271185, 59, "39 Steps, The (1935)"
4.05, 80, Eat Drink Man Woman (1994)
4.05, 20, Paradise Lost: The Child Murders at Robin Hood Hills (1996)
4.0476190476190474, 21, Top Hat (1935)
4.045454545454546, 66, All About Eve (1950)
4.045454545454546, 44, Persuasion (1995)
4.045454545454546, 44, When We Were Kings (1996)
4.04524886877828, 221, Apocalypse Now (1979)
4.044776119402985, 335, "Fugitive, The (1993)"
4.037037037037037, 27, My Man Godfrey (1936)
4.031746031746032, 63, Three Colors: Blue (1993)
4.029850746268656, 67, "Quiet Man, The (1952)"
4.028846153846154, 104, Strictly Ballroom (1992)
4.027777777777778, 288, Alien (1979)
4.027397260273973, 73, "Big Sleep, The (1946)"
4.025, 80, "Man Who Would Be King, The (1975)"
4.023255813953488, 43, "Wild Bunch, The (1969)"
4.02, 50, To Catch a Thief (1955)
4.015463917525773, 194, Gandhi (1982)
4.012345679012346, 486, Return of the Jedi (1983)
4.012345679012346, 81, It Happened One Night (1934)
4.0038167938931295, 262, Sense and Sensibility (1995)
4.0, 288, Terminator 2: Judgment Day (1991)
4.0, 89, Hamlet (1996)
4.0, 68, Dial M for Murder (1954)
4.0, 56, His Girl Friday (1940)
4.0, 44, M (1931)
4.0, 20, For Whom the Bell Tolls (1943)
4.0, 15, Hard Eight (1996)
4.0, 13, Safe (1995)
4.0, 10, "Wonderful, Horrible Life of Leni Riefenstahl, The (1993)"
4.0, 6, "Whole Wide World, The (1996)"
4.0, 6, Margaret's Museum (1995)
4.0, 6, "World of Apu, The (Apur Sansar) (1959)"
4.0, 4, "Perfect Candidate, A (1996)"
4.0, 4, "Fille seule, La (A Single Girl) (1995)"
4.0, 4, Cosi (1996)
4.0, 3, "Wedding Gift, The (1994)"
4.0, 3, "C?r?monie, La (1995)"
4.0, 2, Celestial Clockwork (1994)
4.0, 2, Golden Earrings (1947)
4.0, 2, Nico Icon (1995)
4.0, 1, Jupiter's Wife (1994)
4.0, 1, "Big Bang Theory, The (1994)"
4.0, 1, Lady of Burlesque (1943)
4.0, 1, "Damsel in Distress, A (1937)"
4.0, 1, "Gate of Heavenly Peace, The (1995)"
4.0, 1, Window to Paris (1994)
4.0, 1, Farmer & Chase (1995)
4.0, 1, Killer: A Journal of Murder (1995)
4.0, 1, Wings of Courage (1995)
4.0, 1, "Object of My Affection, The (1998)"
4.0, 1, Witness (1985)
4.0, 1, I Don't Want to Talk About It (De eso no se habla) (1993)
4.0, 1, Death in Brunswick (1991)
4.0, 1, He Walked by Night (1948)
4.0, 1, Tokyo Fist (1995)
4.0, 1, Desert Winds (1995)
4.0, 1, Brothers in Trouble (1995)
4.0, 1, "Butcher Boy, The (1998)"
4.0, 1, "Spanish Prisoner, The (1997)"
4.0, 1, Mamma Roma (1962)
3.9954337899543377, 219, Babe (1995)
3.9939024390243905, 164, Cool Hand Luke (1967)
3.9926470588235294, 136, Patton (1970)
3.9926470588235294, 136, Singin' in the Rain (1952)
3.9917355371900825, 121, Nikita (La Femme Nikita) (1990)
3.991228070175439, 114, Kolya (1996)
3.989130434782609, 92, Duck Soup (1933)
3.985074626865672, 134, "Room with a View, A (1986)"
3.984375, 128, Some Like It Hot (1959)
3.979591836734694, 147, Reservoir Dogs (1992)
3.978494623655914, 93, My Life as a Dog (Mitt liv som hund) (1985)
3.9782608695652173, 46, Farewell My Concubine (1993)
3.978021978021978, 182, "Postino, Il (1994)"
3.9743589743589745, 39, Priest (1994)
3.9696969696969697, 66, Rebecca (1940)
3.9696969696969697, 33, Lost Horizon (1937)
3.969111969111969, 259, 2001: A Space Odyssey (1968)
3.9682539682539684, 63, Local Hero (1983)
3.967741935483871, 31, "Die xue shuang xiong (Killer, The) (1989)"
3.9642857142857144, 28, Beautiful Thing (1996)
3.9565217391304346, 69, Antonia's Line (1995)
3.9513274336283186, 226, GoodFellas (1990)
3.949074074074074, 216, Butch Cassidy and the Sundance Kid (1969)
3.9473684210526314, 95, "Mrs. Brown (Her Majesty, Mrs. Brown) (1997)"
3.9471830985915495, 284, Aliens (1986)
3.945945945945946, 37, Belle de jour (1967)
3.945, 200, Young Frankenstein (1974)
3.9444444444444446, 18, Thirty-Two Short Films About Glenn Gould (1993)
3.94, 150, "Remains of the Day, The (1993)"
3.9375, 32, Brassed Off (1996)
3.9365079365079363, 63, "Apartment, The (1960)"
3.9358974358974357, 78, Shadowlands (1993)
3.9335548172757475, 301, "Terminator, The (1984)"
3.933333333333333, 60, Cat on a Hot Tin Roof (1958)
3.933333333333333, 30, Spellbound (1945)
3.932515337423313, 163, Big Night (1996)
3.931159420289855, 276, Apollo 13 (1995)
3.930513595166163, 331, Indiana Jones and the Last Crusade (1989)
3.9272727272727272, 55, "Celluloid Closet, The (1995)"
3.926984126984127, 315, "Full Monty, The (1997)"
3.925, 40, Charade (1963)
3.923076923076923, 13, Primary Colors (1998)
3.9224806201550386, 129, Shine (1996)
3.92, 25, Meet John Doe (1941)
3.917197452229299, 157, "Right Stuff, The (1983)"
3.9166666666666665, 24, "Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)"
3.9163346613545817, 251, Dead Poets Society (1989)
3.9148936170212765, 94, "Day the Earth Stood Still, The (1951)"
3.9131944444444446, 288, When Harry Met Sally... (1989)
3.912621359223301, 206, M*A*S*H (1970)
3.911764705882353, 34, Touch of Evil (1958)
3.911111111111111, 180, Annie Hall (1977)
3.909502262443439, 221, "Clockwork Orange, A (1971)"
3.9057971014492754, 138, Searching for Bobby Fischer (1993)
3.905759162303665, 191, This Is Spinal Tap (1984)
3.9051724137931036, 116, Being There (1979)
3.900990099009901, 101, In the Name of the Father (1993)
3.9, 10, Love in the Afternoon (1957)
3.896551724137931, 58, Sophie's Choice (1982)
3.8963210702341136, 299, Dead Man Walking (1995)
3.890625, 64, Enchanted April (1991)
3.888888888888889, 90, Rosencrantz and Guildenstern Are Dead (1990)
3.8859649122807016, 114, "Magnificent Seven, The (1954)"
3.8857142857142857, 35, Gaslight (1944)
3.8852459016393444, 61, Bringing Up Baby (1938)
3.884, 250, Trainspotting (1996)
3.881057268722467, 227, Stand by Me (1986)
3.876923076923077, 65, Delicatessen (1991)
3.875, 256, Raising Arizona (1987)
3.875, 16, "Ruling Class, The (1972)"
3.8724279835390947, 243, Die Hard (1988)
3.871345029239766, 171, Gone with the Wind (1939)
3.868181818181818, 440, Toy Story (1995)
3.868131868131868, 182, Unforgiven (1992)
3.8666666666666667, 15, "Gay Divorcee, The (1934)"
3.8666666666666667, 15, Foreign Correspondent (1940)
3.864406779661017, 59, East of Eden (1955)
3.864406779661017, 59, Three Colors: White (1994)
3.8628318584070795, 226, "Hunt for Red October, The (1990)"
3.861111111111111, 36, Once Upon a Time in the West (1969)
3.859259259259259, 135, "Good, The Bad and The Ugly, The (1966)"
3.859154929577465, 71, "Secret of Roan Inish, The (1994)"
3.857142857142857, 21, Anne Frank Remembered (1995)
3.857142857142857, 14, Braindead (1992)
3.8555555555555556, 90, Rebel Without a Cause (1955)
3.853582554517134, 321, Forrest Gump (1994)
3.8529411764705883, 136, Philadelphia (1993)
3.8512396694214877, 121, My Left Foot (1989)
3.8461538461538463, 26, Walkabout (1971)
3.845528455284553, 123, Amistad (1997)
3.842553191489362, 235, Seven (Se7en) (1995)
3.838616714697406, 347, Back to the Future (1985)
3.8378378378378377, 74, Winnie the Pooh and the Blustery Day (1968)
3.8378378378378377, 37, 8 1/2 (1963)
3.8358208955223883, 67, Forbidden Planet (1956)
3.8333333333333335, 120, "Deer Hunter, The (1978)"
3.8333333333333335, 42, "Big Lebowski, The (1998)"
3.8333333333333335, 36, Night on Earth (1991)
3.8333333333333335, 12, "Farewell to Arms, A (1932)"
3.832258064516129, 155, "Birds, The (1963)"
3.832, 250, "Blues Brothers, The (1980)"
3.831460674157303, 89, Richard III (1995)
3.8306451612903225, 124, Ben-Hur (1959)
3.828767123287671, 146, Clerks (1994)
3.828025477707006, 157, Swingers (1996)
3.8256880733944953, 218, Aladdin (1992)
3.825242718446602, 206, "Shining, The (1980)"
3.824915824915825, 297, E.T. the Extra-Terrestrial (1982)
3.824, 125, Cold Comfort Farm (1995)
3.823529411764706, 34, Dead Man (1995)
3.8225806451612905, 124, My Fair Lady (1964)
3.8217054263565893, 129, Bound (1996)
3.8201754385964914, 228, Star Trek: The Wrath of Khan (1982)
3.819672131147541, 122, Bonnie and Clyde (1967)
3.8181818181818183, 66, "Adventures of Robin Hood, The (1938)"
3.8181818181818183, 66, Shallow Grave (1994)
3.8181818181818183, 66, Cyrano de Bergerac (1990)
3.817204301075269, 93, "Spitfire Grill, The (1996)"
3.816326530612245, 98, "Streetcar Named Desire, A (1951)"
3.814814814814815, 27, Paris Is Burning (1990)
3.8115942028985508, 207, Brazil (1985)
3.8085106382978724, 94, "City of Lost Children, The (1995)"
3.808333333333333, 120, Harold and Maude (1971)
3.8078512396694215, 484, Contact (1997)
3.804054054054054, 148, Like Water For Chocolate (Como agua para chocolate) (1992)
3.802721088435374, 147, Donnie Brasco (1997)
3.8, 25, Ninotchka (1939)
3.8, 10, Before the Rain (Pred dozhdot) (1994)
3.8, 5, Hearts and Minds (1996)
3.8, 5, Stripes (1981)
3.798449612403101, 387, Twelve Monkeys (1995)
3.796875, 64, Sabrina (1954)
3.7960199004975124, 201, Beauty and the Beast (1991)
3.7916666666666665, 48, "Bronx Tale, A (1993)"
3.7906976744186047, 172, Face/Off (1997)
3.7901234567901234, 81, Crumb (1994)
3.789473684210526, 19, Trust (1990)
3.7880184331797233, 217, "Lion King, The (1994)"
3.7874015748031495, 254, Dances with Wolves (1990)
3.7857142857142856, 14, To Live (Huozhe) (1994)
3.785425101214575, 247, "Fish Called Wanda, A (1988)"
3.7828947368421053, 152, In the Line of Fire (1993)
3.7827715355805243, 267, Chasing Amy (1997)
3.7781569965870307, 293, Mr. Holland's Opus (1995)
3.7777777777777777, 18, "Blue Angel, The (Blaue Engel, Der) (1930)"
3.7761194029850746, 67, Short Cuts (1993)
3.772893772893773, 273, Jaws (1975)
3.7714285714285714, 35, Down by Law (1986)
3.7714285714285714, 35, "Thin Blue Line, The (1988)"
3.7701149425287355, 174, Fantasia (1940)
3.769230769230769, 91, "Madness of King George, The (1994)"
3.769230769230769, 91, Manhattan (1979)
3.769230769230769, 13, Dangerous Beauty (1998)
3.7674418604651163, 43, "Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)"
3.767123287671233, 73, Six Degrees of Separation (1993)
3.765765765765766, 222, "Sound of Music, The (1965)"
3.764705882352941, 153, Fried Green Tomatoes (1991)
3.7642857142857142, 280, Groundhog Day (1993)
3.761904761904762, 21, "Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"
3.752542372881356, 295, Men in Black (1997)
3.75, 52, Bananas (1971)
3.75, 24, "Cry, the Beloved Country (1995)"
3.75, 24, Microcosmos: Le peuple de l'herbe (1996)
3.75, 12, Four Days in September (1997)
3.75, 4, Two or Three Things I Know About Her (1966)
3.75, 4, 8 Seconds (1994)
3.75, 4, Guantanamera (1994)
3.75, 4, "Leading Man, The (1996)"
3.75, 4, Lamerica (1994)
3.75, 4, Angel Baby (1995)
3.7471264367816093, 174, Monty Python's Life of Brian (1979)
3.7450980392156863, 51, Giant (1956)
3.744186046511628, 43, "Sweet Hereafter, The (1997)"
3.7411764705882353, 85, Bob Roberts (1992)
3.740740740740741, 27, Living in Oblivion (1995)
3.7384615384615385, 65, Diva (1981)
3.7333333333333334, 15, "Haunted World of Edward D. Wood Jr., The (1995)"
3.72972972972973, 74, Breaking the Waves (1996)
3.7286821705426356, 258, Jurassic Park (1993)
3.7263157894736842, 95, Breakfast at Tiffany's (1961)
3.7247191011235956, 178, Mary Poppins (1964)
3.722772277227723, 101, Miracle on 34th Street (1994)
3.7222222222222223, 18, "Inspector General, The (1949)"
3.7209302325581395, 86, Bullets Over Broadway (1994)
3.7167630057803467, 173, Emma (1996)
3.7142857142857144, 49, "Perfect World, A (1993)"
3.7142857142857144, 7, Night Flier (1997)
3.7142857142857144, 7, Beat the Devil (1954)
3.7142857142857144, 7, "Thieves (Voleurs, Les) (1996)"
3.712121212121212, 66, In the Company of Men (1997)
3.7109375, 384, Jerry Maguire (1996)
3.7093023255813953, 172, Snow White and the Seven Dwarfs (1937)
3.7083333333333335, 24, Burnt By the Sun (1994)
3.704697986577181, 149, "Professional, The (1994)"
3.7045454545454546, 44, Ridicule (1996)
3.7037037037037037, 54, Looking for Richard (1996)
3.7007299270072993, 137, Ulee's Gold (1997)
3.7, 50, "American in Paris, An (1951)"
3.7, 40, "Tin Drum, The (Blechtrommel, Die) (1979)"
3.69811320754717, 212, Field of Dreams (1989)
3.697986577181208, 298, Leaving Las Vegas (1995)
3.6949602122015914, 377, "Rock, The (1996)"
3.6929133858267718, 127, Platoon (1986)
3.6923076923076925, 104, Welcome to the Dollhouse (1995)
3.6923076923076925, 26, "Pillow Book, The (1995)"
3.6904761904761907, 42, Kundun (1997)
3.6904761904761907, 42, Flirting With Disaster (1996)
3.690058479532164, 171, Heathers (1989)
3.689189189189189, 74, "Wings of the Dove, The (1997)"
3.6875, 16, In the Bleak Midwinter (1995)
3.6875, 16, Shall We Dance? (1937)
3.685344827586207, 232, "Time to Kill, A (1996)"
3.6818181818181817, 22, "Double vie de V?ronique, La (Double Life of Veronique, The) (1991)"
3.6804733727810652, 169, Full Metal Jacket (1987)
3.676470588235294, 102, Little Women (1994)
3.676470588235294, 34, Mediterraneo (1991)
3.675213675213675, 117, Real Genius (1985)
3.6741573033707864, 89, Casino (1995)
3.6732673267326734, 101, Pinocchio (1940)
3.672566371681416, 113, Rosewood (1997)
3.6714285714285713, 70, Heavenly Creatures (1994)
3.668918918918919, 148, Grosse Pointe Blank (1997)
3.6666666666666665, 453, "English Patient, The (1996)"
3.6666666666666665, 108, Tombstone (1993)
3.6666666666666665, 87, "Ice Storm, The (1997)"
3.6666666666666665, 81, Alice in Wonderland (1951)
3.6666666666666665, 21, My Family (1995)
3.6666666666666665, 15, "Daytrippers, The (1996)"
3.6666666666666665, 15, "Women, The (1939)"
3.6666666666666665, 12, SubUrbia (1997)
3.6666666666666665, 9, "Band Wagon, The (1953)"
3.6666666666666665, 6, Mina Tannenbaum (1994)
3.6666666666666665, 3, "Last Time I Saw Paris, The (1954)"
3.6666666666666665, 3, "Quiet Room, The (1996)"
3.6666666666666665, 3, "Joy Luck Club, The (1993)"
3.6666666666666665, 3, My Favorite Season (1993)
3.6666666666666665, 3, "Bewegte Mann, Der (1994)"
3.6666666666666665, 3, Nelly & Monsieur Arnaud (1995)
3.6613545816733066, 251, Four Weddings and a Funeral (1994)
3.6610169491525424, 59, Around the World in 80 Days (1956)
3.6610169491525424, 59, Some Kind of Wonderful (1987)
3.658536585365854, 41, Gigi (1958)
3.658536585365854, 41, "Little Princess, A (1995)"
3.6545454545454548, 55, "Apostle, The (1997)"
3.6538461538461537, 26, Ghost in the Shell (Kokaku kidotai) (1995)
3.652173913043478, 46, It Could Happen to You (1994)
3.651685393258427, 89, Miller's Crossing (1990)
3.6511627906976742, 43, "Ghost and Mrs. Muir, The (1947)"
3.6509695290858724, 361, Star Trek: First Contact (1996)
3.6504065040650406, 123, Jackie Brown (1997)
3.65, 180, Dave (1993)
3.646288209606987, 229, Speed (1994)
3.645714285714286, 175, Quiz Show (1994)
3.642857142857143, 266, Ransom (1996)
3.641025641025641, 39, "Candidate, The (1972)"
3.6341463414634148, 82, Sleeper (1973)
3.6333333333333333, 30, My Own Private Idaho (1991)
3.6315789473684212, 19, Funny Face (1957)
3.6298701298701297, 154, Crimson Tide (1995)
3.6296296296296298, 27, Manhattan Murder Mystery (1993)
3.628992628992629, 407, Air Force One (1997)
3.6280487804878048, 164, "American President, The (1995)"
3.6276923076923078, 325, Willy Wonka and the Chocolate Factory (1971)
3.626984126984127, 126, Ed Wood (1994)
3.625, 16, Selena (1997)
3.625, 8, Walking and Talking (1996)
3.622950819672131, 61, Eve's Bayou (1997)
3.6222222222222222, 45, Citizen Ruth (1996)
3.6218487394957983, 119, "Crying Game, The (1992)"
3.621212121212121, 66, Smoke (1995)
3.619047619047619, 21, "Mis?rables, Les (1995)"
3.6176470588235294, 34, Orlando (1993)
3.6153846153846154, 104, True Romance (1993)
3.6153846153846154, 26, Love! Valour! Compassion! (1997)
3.6153846153846154, 13, "Mark of Zorro, The (1940)"
3.611111111111111, 72, Othello (1995)
3.611111111111111, 18, Picnic (1955)
3.611111111111111, 18, To Be or Not to Be (1942)
3.608695652173913, 46, Bride of Frankenstein (1935)
3.608695652173913, 46, Nobody's Fool (1994)
3.6064814814814814, 216, Courage Under Fire (1996)
3.6011904761904763, 168, "Piano, The (1993)"
3.601123595505618, 178, Primal Fear (1996)
3.60093896713615, 213, "People vs. Larry Flynt, The (1996)"
3.6, 60, Murder in the First (1995)
3.6, 15, Mrs. Dalloway (1997)
3.6, 5, Flirt (1995)
3.6, 5, "Magic Hour, The (1998)"
3.5961538461538463, 52, Red Rock West (1992)
3.5955882352941178, 136, Gattaca (1997)
3.5955555555555554, 225, "Game, The (1997)"
3.5943396226415096, 106, William Shakespeare's Romeo and Juliet (1996)
3.5925925925925926, 27, Vanya on 42nd Street (1994)
3.589403973509934, 151, "Abyss, The (1989)"
3.5833333333333335, 60, Father of the Bride (1950)
3.581818181818182, 110, "Adventures of Priscilla, Queen of the Desert, The (1994)"
3.5813953488372094, 129, Cinderella (1950)
3.5789473684210527, 19, Widows' Peak (1994)
3.5785714285714287, 140, "Nightmare Before Christmas, The (1993)"
3.574468085106383, 141, "Rainmaker, The (1997)"
3.574468085106383, 47, Swimming with Sharks (1995)
3.5730337078651684, 178, Clear and Present Danger (1994)
3.5714285714285716, 77, Better Off Dead... (1985)
3.5714285714285716, 28, Chungking Express (1994)
3.5714285714285716, 14, "Hour of the Pig, The (1993)"
3.5714285714285716, 7, Madame Butterfly (1995)
3.5714285714285716, 7, Aparajito (1956)
3.566666666666667, 180, Boogie Nights (1997)
3.5657894736842106, 76, Marvin's Room (1996)
3.5652173913043477, 92, Rob Roy (1995)
3.5647058823529414, 85, "Jungle Book, The (1994)"
3.5625, 208, True Lies (1994)
3.5625, 16, When the Cats Away (Chacun cherche son chat) (1996)
3.561797752808989, 89, "Return of the Pink Panther, The (1974)"
3.5596330275229358, 218, Heat (1995)
3.557377049180328, 244, Phenomenon (1996)
3.556603773584906, 106, On Golden Pond (1981)
3.5555555555555554, 54, "Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)"
3.5555555555555554, 45, "Family Thing, A (1996)"
3.5555555555555554, 27, Exotica (1994)
3.5555555555555554, 9, "Murder, My Sweet (1944)"
3.5555555555555554, 9, "Cement Garden, The (1993)"
3.5555555555555554, 9, "Little Princess, The (1939)"
3.5545454545454547, 110, "Hudsucker Proxy, The (1994)"
3.5527950310559007, 161, While You Were Sleeping (1995)
3.5526315789473686, 76, Don Juan DeMarco (1995)
3.550239234449761, 209, Get Shorty (1995)
3.5483870967741935, 155, Fly Away Home (1996)
3.5454545454545454, 11, Unzipped (1995)
3.5454545454545454, 11, Stalker (1979)
3.5454545454545454, 11, "Sum of Us, The (1994)"
3.5443037974683542, 79, "Secret Garden, The (1993)"
3.5441176470588234, 68, "Man Without a Face, The (1993)"
3.5434782608695654, 46, "Paris, Texas (1984)"
3.5416666666666665, 72, "Seventh Seal, The (Sjunde inseglet, Det) (1957)"
3.5408163265306123, 98, Muriel's Wedding (1994)
3.539906103286385, 213, Sleepless in Seattle (1993)
3.5398230088495577, 113, "Edge, The (1997)"
3.5391304347826087, 115, What's Eating Gilbert Grape (1993)
3.5384615384615383, 65, Supercop (1992)
3.5359477124183005, 153, Highlander (1986)
3.5354330708661417, 127, "Last of the Mohicans, The (1992)"
3.5353535353535355, 99, "American Werewolf in London, An (1981)"
3.532258064516129, 62, My Favorite Year (1982)
3.5303030303030303, 132, Wag the Dog (1997)
3.53, 100, Private Parts (1997)
3.5294117647058822, 34, Jeffrey (1995)
3.5294117647058822, 17, "Hate (Haine, La) (1995)"
3.5232558139534884, 86, Cape Fear (1962)
3.52, 25, Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)
3.518918918918919, 185, "Devil's Advocate, The (1997)"
3.5185185185185186, 27, In Love and War (1996)
3.5168539325842696, 89, Evil Dead II (1987)
3.513333333333333, 150, Sneakers (1992)
