1204, To Be or Not to Be (1942), 4
1195, Strawberry and Chocolate (Fresa y chocolate) (1993), 4
1144, "Quiet Room, The (1996)", 4
1143, Hard Eight (1996), 4
1132, Feeling Minnesota (1996), 4
1040, Two if by Sea (1996), 4
1008, I Shot Andy Warhol (1996), 4
967, Little Lord Fauntleroy (1936), 4
964, "Month by the Lake, A (1995)", 4
924, White Squall (1996), 4
710, Better Off Dead... (1985), 4
695, Kicking and Screaming (1995), 4
662, Somewhere in Time (1980), 4
660, Fried Green Tomatoes (1991), 4
658, Pump Up the Volume (1990), 4
657, "Manchurian Candidate, The (1962)", 4
655, Stand by Me (1986), 4
652, Rosencrantz and Guildenstern Are Dead (1990), 4
649, Once Upon a Time in America (1984), 4
648, "Quiet Man, The (1952)", 4
642, "Grifters, The (1990)", 4
634, Microcosmos: Le peuple de l'herbe (1996), 4
616, Night of the Living Dead (1968), 4
614, Giant (1956), 4
612, Lost Horizon (1937), 4
607, Rebecca (1940), 4
605, Meet Me in St. Louis (1944), 4
604, It Happened One Night (1934), 4
602, "American in Paris, An (1951)", 4
590, Hellraiser: Bloodline (1996), 4
531, Shine (1996), 4
529, My Life as a Dog (Mitt liv som hund) (1985), 4
528, "Killing Fields, The (1984)", 4
526, Ben-Hur (1959), 4
525, "Big Sleep, The (1946)", 4
521, "Deer Hunter, The (1978)", 4
520, "Great Escape, The (1963)", 4
516, Local Hero (1983), 4
514, Annie Hall (1977), 4
513, "Third Man, The (1949)", 4
512, Wings of Desire (1987), 4
506, Rebel Without a Cause (1955), 4
499, Cat on a Hot Tin Roof (1958), 4
497, Bringing Up Baby (1938), 4
495, Around the World in 80 Days (1956), 4
494, His Girl Friday (1940), 4
491, "Adventures of Robin Hood, The (1938)", 4
490, To Catch a Thief (1955), 4
489, Notorious (1946), 4
488, Sunset Blvd. (1950), 4
485, My Fair Lady (1964), 4
484, "Maltese Falcon, The (1941)", 4
481, "Apartment, The (1960)", 4
480, North by Northwest (1959), 4
479, Vertigo (1958), 4
475, Trainspotting (1996), 4
428, Harold and Maude (1971), 4
409, Jack (1996), 4
358, Spawn (1997), 4
321, Mother (1996), 4
319, Everyone Says I Love You (1996), 4
317, In the Name of the Father (1993), 4
316, As Good As It Gets (1997), 4
314, 3 Ninjas: High Noon At Mega Mountain (1998), 4
303, Ulee's Gold (1997), 4
286, "English Patient, The (1996)", 4
276, Leaving Las Vegas (1995), 4
273, Heat (1995), 4
252, "Lost World: Jurassic Park, The (1997)", 4
224, Ridicule (1996), 4
200, "Shining, The (1980)", 4
198, Nikita (La Femme Nikita) (1990), 4
195, "Terminator, The (1984)", 4
193, "Right Stuff, The (1983)", 4
192, Raging Bull (1980), 4
191, Amadeus (1984), 4
190, Henry V (1989), 4
188, Full Metal Jacket (1987), 4
186, "Blues Brothers, The (1980)", 4
184, Army of Darkness (1993), 4
182, GoodFellas (1990), 4
181, Return of the Jedi (1983), 4
179, "Clockwork Orange, A (1971)", 4
175, Brazil (1985), 4
174, Raiders of the Lost Ark (1981), 4
173, "Princess Bride, The (1987)", 4
171, Delicatessen (1991), 4
170, Cinema Paradiso (1988), 4
169, "Wrong Trousers, The (1993)", 4
167, Private Benjamin (1980), 4
166, Manon of the Spring (Manon des sources) (1986), 4
137, Big Night (1996), 4
135, 2001: A Space Odyssey (1968), 4
133, Gone with the Wind (1939), 4
128, Supercop (1992), 4
125, Phenomenon (1996), 4
115, "Haunted World of Edward D. Wood Jr., The (1995)", 4
101, Heavy Metal (1981), 4
99, Snow White and the Seven Dwarfs (1937), 4
97, Dances with Wolves (1990), 4
90, So I Married an Axe Murderer (1993), 4
84, Robert A. Heinlein's The Puppet Masters (1994), 4
80, Hot Shots! Part Deux (1993), 4
65, What's Eating Gilbert Grape (1993), 4
61, Three Colors: White (1994), 4
60, Three Colors: Blue (1993), 4
57, Priest (1994), 4
51, Legends of the Fall (1994), 4
49, I.Q. (1994), 4
46, Exotica (1994), 4
24, Rumble in the Bronx (1995), 4
23, Taxi Driver (1976), 4
13, Mighty Aphrodite (1995), 4
1519, New Jersey Drive (1995), 3
1484, "Jerky Boys, The (1994)", 3
1470, Gumby: The Movie (1995), 3
1452, Lady of Burlesque (1943), 3
1447, Century (1993), 3
1429, Sliding Doors (1998), 3
1422, Suture (1993), 3
1405, Boy's Life 2 (1997), 3
1402, "Ciao, Professore! (1993)", 3
1316, "Horse Whisperer, The (1998)", 3
1314, Surviving the Game (1994), 3
1297, Love Affair (1994), 3
1287, Ed (1996), 3
1286, Shall We Dance? (1937), 3
1282, "Grass Harp, The (1995)", 3
1279, Wild America (1997), 3
1278, Selena (1997), 3
1268, Bitter Moon (1992), 3
1267, Clockers (1995), 3
1266, Bread and Chocolate (Pane e cioccolata) (1973), 3
1249, For Love or Money (1993), 3
1246, Bushwhacked (1995), 3
1241, "Van, The (1996)", 3
1227, "Awfully Big Adventure, An (1995)", 3
1222, Judgment Night (1993), 3
1221, When a Man Loves a Woman (1994), 3
1219, "Goofy Movie, A (1995)", 3
1212, Flesh and Bone (1993), 3
1205, "Secret Agent, The (1996)", 3
1198, Purple Noon (1960), 3
1196, "Savage Nights (Nuits fauves, Les) (1992)", 3
1193, Before the Rain (Pred dozhdot) (1994), 3
1191, "Letter From Death Row, A (1998)", 3
1188, Young Guns II (1990), 3
1177, Dunston Checks In (1996), 3
1173, Bliss (1997), 3
1172, "Women, The (1939)", 3
1171, Wild Reeds (1994), 3
1169, Fresh (1994), 3
1168, Little Buddha (1993), 3
1167, "Sum of Us, The (1994)", 3
1161, Palookaville (1996), 3
1160, Love! Valour! Compassion! (1997), 3
1155, "Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)", 3
1154, Alphaville (1965), 3
1153, Backbeat (1993), 3
1150, Last Dance (1996), 3
1148, Tom & Viv (1994), 3
1138, Best Men (1997), 3
1137, Beautiful Thing (1996), 3
1135, "Doors, The (1991)", 3
1130, Jupiter's Wife (1994), 3
1127, "Truman Show, The (1998)", 3
1125, "Innocents, The (1961)", 3
1122, They Made Me a Criminal (1939), 3
1121, "Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)", 3
1120, I'm Not Rappaport (1996), 3
1119, Some Kind of Wonderful (1987), 3
1118, Up in Smoke (1978), 3
1117, Surviving Picasso (1996), 3
1116, "Mark of Zorro, The (1940)", 3
1114, Faithful (1996), 3
1110, Tank Girl (1995), 3
1108, Feast of July (1995), 3
1104, C'est arriv? pr?s de chez vous (1992), 3
1102, Two Much (1996), 3
1100, What Happened Was... (1994), 3
1099, "Red Firecracker, Green Firecracker (1994)", 3
1098, Flirting With Disaster (1996), 3
1094, "Thin Line Between Love and Hate, A (1996)", 3
1087, Bloodsport 2 (1995), 3
1086, It's My Party (1995), 3
1085, Carried Away (1996), 3
1074, Reality Bites (1994), 3
1071, Party Girl (1995), 3
1070, Living in Oblivion (1995), 3
1069, Amateur (1994), 3
1068, "Star Maker, The (Uomo delle stelle, L') (1995)", 3
1067, Bottle Rocket (1996), 3
1066, Balto (1995), 3
1064, Crossfire (1947), 3
1063, "Little Princess, A (1995)", 3
1061, "Evening Star, The (1996)", 3
1059, Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996), 3
1054, Mr. Wrong (1996), 3
1052, Dracula: Dead and Loving It (1995), 3
1051, "Associate, The (1996)", 3
1049, House Arrest (1996), 3
1047, Multiplicity (1996), 3
1046, Malice (1993), 3
1045, Fearless (1993), 3
1043, Rent-a-Kid (1995), 3
1042, Just Cause (1995), 3
1036, Drop Dead Fred (1991), 3
1029, Jury Duty (1995), 3
1025, Fire Down Below (1997), 3
1023, Fathers' Day (1997), 3
1022, "Fast, Cheap & Out of Control (1997)", 3
1021, 8 1/2 (1963), 3
1020, Gaslight (1944), 3
1019, "Die xue shuang xiong (Killer, The) (1989)", 3
1018, Tie Me Up! Tie Me Down! (1990), 3
1017, Trees Lounge (1996), 3
1015, Shiloh (1997), 3
1013, Anaconda (1997), 3
1012, Private Parts (1997), 3
1011, 2 Days in the Valley (1996), 3
1010, Basquiat (1996), 3
1009, Stealing Beauty (1996), 3
1006, Until the End of the World (Bis ans Ende der Welt) (1991), 3
996, "Big Green, The (1995)", 3
994, "Last Time I Committed Suicide, The (1997)", 3
991, Keys to Tulsa (1997), 3
981, Dangerous Ground (1997), 3
980, Mother Night (1996), 3
976, Solo (1996), 3
975, Fear (1996), 3
973, Grateful Dead (1995), 3
972, Passion Fish (1992), 3
970, Hear My Song (1991), 3
969, Winnie the Pooh and the Blustery Day (1968), 3
968, "Inspector General, The (1949)", 3
966, "Affair to Remember, An (1957)", 3
963, Some Folks Call It a Sling Blade (1993), 3
962, Ruby in Paradise (1993), 3
961, Orlando (1993), 3
960, Naked (1993), 3
959, Dazed and Confused (1993), 3
957, Pushing Hands (1992), 3
956, Nobody's Fool (1994), 3
955, Before Sunrise (1995), 3
954, Unzipped (1995), 3
953, Unstrung Heroes (1995), 3
950, Georgia (1995), 3
948, Booty Call (1997), 3
947, "Big Blue, The (Grand bleu, Le) (1988)", 3
946, "Fox and the Hound, The (1981)", 3
945, Charade (1963), 3
944, Renaissance Man (1994), 3
943, Killing Zoe (1994), 3
942, What's Love Got to Do with It (1993), 3
940, Airheads (1994), 3
938, "Smile Like Yours, A (1997)", 3
937, "Thousand Acres, A (1997)", 3
929, Harriet the Spy (1996), 3
926, Down Periscope (1996), 3
925, Unforgettable (1996), 3
923, Raise the Red Lantern (1991), 3
922, Dead Man (1995), 3
920, Two Bits (1995), 3
917, Mercury Rising (1998), 3
916, Lost in Space (1998), 3
910, Nil By Mouth (1997), 3
907, Vermin (1998), 3
906, Oscar & Lucinda (1997), 3
905, Great Expectations (1998), 3
904, Ma vie en rose (My Life in Pink) (1997), 3
903, Afterglow (1997), 3
901, Mr. Magoo (1997), 3
899, "Winter Guest, The (1997)", 3
897, Time Tracers (1995), 3
896, "Sweet Hereafter, The (1997)", 3
890, Mortal Kombat: Annihilation (1997), 3
889, "Tango Lesson, The (1997)", 3
888, One Night Stand (1997), 3
887, Eve's Bayou (1997), 3
884, Year of the Horse (1997), 3
883, Telling Lies in America (1997), 3
881, Money Talks (1997), 3
880, Soul Food (1997), 3
875, She's So Lovely (1997), 3
873, Picture Perfect (1997), 3
870, Touch (1997), 3
867, "Whole Wide World, The (1996)", 3
866, Michael (1996), 3
865, "Ice Storm, The (1997)", 3
864, My Fellow Americans (1996), 3
857, Paris Was a Woman (1995), 3
856, Night on Earth (1991), 3
855, Diva (1981), 3
854, Bad Taste (1987), 3
848, "Murder, My Sweet (1944)", 3
847, Looking for Richard (1996), 3
846, To Gillian on Her 37th Birthday (1996), 3
845, That Thing You Do! (1996), 3
844, Freeway (1996), 3
843, "Shaggy Dog, The (1959)", 3
838, In the Line of Duty 2 (1987), 3
837, Meet John Doe (1941), 3
836, Ninotchka (1939), 3
834, Halloween: The Curse of Michael Myers (1995), 3
826, "Phantom, The (1996)", 3
822, Faces (1968), 3
816, Candyman: Farewell to the Flesh (1995), 3
814, "Great Day in Harlem, A (1994)", 3
813, "Celluloid Closet, The (1995)", 3
812, Andre (1994), 3
807, Poetic Justice (1993), 3
806, Menace II Society (1993), 3
798, Bad Company (1995), 3
797, Timecop (1994), 3
795, Richie Rich (1994), 3
793, Crooklyn (1994), 3
790, Tommy Boy (1995), 3
788, Relative Fear (1994), 3
786, "Perez Family, The (1995)", 3
782, Little Odessa (1994), 3
781, French Kiss (1995), 3
779, Drop Zone (1994), 3
773, Mute Witness (1994), 3
771, Johnny Mnemonic (1995), 3
769, Congo (1995), 3
764, If Lucy Fell (1996), 3
763, Happy Gilmore (1996), 3
762, Beautiful Girls (1996), 3
756, Father of the Bride Part II (1995), 3
755, Jumanji (1995), 3
754, Red Corner (1997), 3
753, Burnt By the Sun (1994), 3
752, "Replacement Killers, The (1998)", 3
751, Tomorrow Never Dies (1997), 3
750, Amistad (1997), 3
749, "MatchMaker, The (1997)", 3
748, "Saint, The (1997)", 3
747, Benny & Joon (1993), 3
746, Real Genius (1985), 3
745, "Ruling Class, The (1972)", 3
743, "Crow: City of Angels, The (1996)", 3
742, Ransom (1996), 3
741, "Last Supper, The (1995)", 3
740, Jane Eyre (1996), 3
737, Sirens (1994), 3
736, Shadowlands (1993), 3
734, Made in America (1993), 3
733, Go Fish (1994), 3
732, Dave (1993), 3
731, "Corrina, Corrina (1994)", 3
730, "Queen Margot (Reine Margot, La) (1994)", 3
729, Nell (1994), 3
728, Junior (1994), 3
725, Exit to Eden (1994), 3
724, Circle of Friends (1995), 3
722, Nine Months (1995), 3
721, Mallrats (1995), 3
719, Canadian Bacon (1994), 3
717, "Juror, The (1996)", 3
716, Home for the Holidays (1995), 3
715, To Die For (1995), 3
714, Carrington (1995), 3
713, Othello (1995), 3
711, "Substance of Fire, The (1996)", 3
709, Strictly Ballroom (1992), 3
708, "Sex, Lies, and Videotape (1989)", 3
706, Bad Moon (1996), 3
705, Singin' in the Rain (1952), 3
704, "House of the Spirits, The (1993)", 3
703, Widows' Peak (1994), 3
700, Miami Rhapsody (1995), 3
698, "Browning Version, The (1994)", 3
697, "Basketball Diaries, The (1995)", 3
694, Persuasion (1995), 3
693, Casino (1995), 3
692, "American President, The (1995)", 3
691, Dark City (1998), 3
690, Seven Years in Tibet (1997), 3
687, McHale's Navy (1997), 3
686, "Perfect World, A (1993)", 3
685, Executive Decision (1996), 3
683, Rocket Man (1997), 3
680, Kull the Conqueror (1997), 3
677, Fire on the Mountain (1996), 3
676, "Crucible, The (1996)", 3
674, Cat People (1982), 3
672, Candyman (1992), 3
665, Alien 3 (1992), 3
664, "Paris, Texas (1984)", 3
663, Being There (1979), 3
661, High Noon (1952), 3
659, Arsenic and Old Lace (1944), 3
656, M (1931), 3
654, Chinatown (1974), 3
653, Touch of Evil (1958), 3
651, Glory (1989), 3
650, "Seventh Seal, The (Sjunde inseglet, Det) (1957)", 3
647, Ran (1985), 3
646, Once Upon a Time in the West (1969), 3
645, Paris Is Burning (1990), 3
643, The Innocent (1994), 3
641, Paths of Glory (1957), 3
640, "Cook the Thief His Wife & Her Lover, The (1989)", 3
639, "Tin Drum, The (Blechtrommel, Die) (1979)", 3
638, "Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)", 3
637, "Howling, The (1981)", 3
635, "Fog, The (1980)", 3
633, "Christmas Carol, A (1938)", 3
632, Sophie's Choice (1982), 3
631, "Crying Game, The (1992)", 3
630, "Great Race, The (1965)", 3
629, Victor/Victoria (1982), 3
628, Sleepers (1996), 3
626, So Dear to My Heart (1949), 3
625, "Sword in the Stone, The (1963)", 3
623, Angels in the Outfield (1994), 3
621, "Davy Crockett, King of the Wild Frontier (1955)", 3
620, "Chamber, The (1996)", 3
619, Extreme Measures (1996), 3
618, Picnic (1955), 3
617, "Blue Angel, The (Blaue Engel, Der) (1930)", 3
615, "39 Steps, The (1935)", 3
613, My Man Godfrey (1936), 3
611, Laura (1944), 3
610, Gigi (1958), 3
609, Father of the Bride (1950), 3
608, Spellbound (1945), 3
606, All About Eve (1950), 3
603, Rear Window (1954), 3
598, "Big Squeeze, The (1996)", 3
597, Eraser (1996), 3
596, "Hunchback of Notre Dame, The (1996)", 3
594, Heavy (1995), 3
592, True Crime (1995), 3
589, "Wild Bunch, The (1969)", 3
588, Beauty and the Beast (1991), 3
585, Son in Law (1993), 3
584, "Secret Garden, The (1993)", 3
583, Romeo Is Bleeding (1993), 3
582, "Piano, The (1993)", 3
581, Kalifornia (1993), 3
579, Fatal Instinct (1993), 3
577, Coneheads (1993), 3
571, Another Stakeout (1993), 3
569, Wolf (1994), 3
567, Wes Craven's New Nightmare (1994), 3
563, Stephen King's The Langoliers (1995), 3
562, "Quick and the Dead, The (1995)", 3
560, "Kid in King Arthur's Court, A (1995)", 3
559, Interview with the Vampire (1994), 3
558, Heavenly Creatures (1994), 3
554, Waterworld (1995), 3
551, Lord of Illusions (1995), 3
550, Die Hard: With a Vengeance (1995), 3
548, "NeverEnding Story III, The (1994)", 3
547, "Young Poisoner's Handbook, The (1995)", 3
545, Vampire in Brooklyn (1995), 3
544, Things to Do in Denver when You're Dead (1995), 3
539, Mouse Hunt (1997), 3
538, Anastasia (1997), 3
536, Ponette (1996), 3
535, Addicted to Love (1997), 3
534, Traveller (1997), 3
533, "Daytrippers, The (1996)", 3
532, Kama Sutra: A Tale of Love (1996), 3
530, "Man Who Would Be King, The (1975)", 3
527, Gandhi (1982), 3
524, "Great Dictator, The (1940)", 3
523, Cool Hand Luke (1967), 3
522, Down by Law (1986), 3
519, "Treasure of the Sierra Madre, The (1948)", 3
518, Miller's Crossing (1990), 3
517, Manhattan (1979), 3
515, "Boot, Das (1981)", 3
511, Lawrence of Arabia (1962), 3
510, "Magnificent Seven, The (1954)", 3
509, My Left Foot (1989), 3
508, "People vs. Larry Flynt, The (1996)", 3
507, "Streetcar Named Desire, A (1951)", 3
505, Dial M for Murder (1954), 3
504, Bonnie and Clyde (1967), 3
503, "Candidate, The (1972)", 3
502, Bananas (1971), 3
501, Dumbo (1941), 3
500, Fly Away Home (1996), 3
498, "African Queen, The (1951)", 3
496, It's a Wonderful Life (1946), 3
493, "Thin Man, The (1934)", 3
492, East of Eden (1955), 3
487, Roman Holiday (1953), 3
486, Sabrina (1954), 3
483, Casablanca (1942), 3
482, Some Like It Hot (1959), 3
478, "Philadelphia Story, The (1940)", 3
477, Matilda (1996), 3
476, "First Wives Club, The (1996)", 3
474, Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963), 3
473, James and the Giant Peach (1996), 3
472, Dragonheart (1996), 3
471, Courage Under Fire (1996), 3
470, Tombstone (1993), 3
469, Short Cuts (1993), 3
468, Rudy (1993), 3
467, "Bronx Tale, A (1993)", 3
466, Red Rock West (1992), 3
465, "Jungle Book, The (1994)", 3
464, Vanya on 42nd Street (1994), 3
463, "Secret of Roan Inish, The (1994)", 3
462, Like Water For Chocolate (Como agua para chocolate) (1992), 3
461, Smoke (1995), 3
460, "Crossing Guard, The (1995)", 3
459, "Cry, the Beloved Country (1995)", 3
456, Beverly Hills Ninja (1997), 3
452, Jaws 2 (1978), 3
450, Star Trek V: The Final Frontier (1989), 3
449, Star Trek: The Motion Picture (1979), 3
448, "Omen, The (1976)", 3
446, Burnt Offerings (1976), 3
444, "Blob, The (1958)", 3
437, Amityville 1992: It's About Time (1992), 3
436, "American Werewolf in London, An (1981)", 3
435, Butch Cassidy and the Sundance Kid (1969), 3
434, Forbidden Planet (1956), 3
433, Heathers (1989), 3
432, Fantasia (1940), 3
431, Highlander (1986), 3
430, Duck Soup (1933), 3
429, "Day the Earth Stood Still, The (1951)", 3
426, "Transformers: The Movie, The (1986)", 3
424, Children of the Corn: The Gathering (1996), 3
422, Aladdin and the King of Thieves (1996), 3
421, William Shakespeare's Romeo and Juliet (1996), 3
420, Alice in Wonderland (1951), 3
419, Mary Poppins (1964), 3
418, Cinderella (1950), 3
417, "Parent Trap, The (1961)", 3
415, "Apple Dumpling Gang, The (1975)", 3
411, "Nutty Professor, The (1996)", 3
410, Kingpin (1996), 3
406, Thinner (1996), 3
405, Mission: Impossible (1996), 3
404, Pinocchio (1940), 3
403, Batman (1989), 3
400, "Little Rascals, The (1994)", 3
395, Robin Hood: Men in Tights (1993), 3
394, Radioland Murders (1994), 3
393, Mrs. Doubtfire (1993), 3
390, Fear of a Black Hat (1993), 3
388, Beverly Hills Cop III (1994), 3
386, Addams Family Values (1993), 3
383, "Flintstones, The (1994)", 3
382, "Adventures of Priscilla, Queen of the Desert, The (1994)", 3
381, Muriel's Wedding (1994), 3
